CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,France,Germany,Spain,Female,Male,Exited
697,31,7,180444.97876015087,1,0,0,115870.15182057528,0,0,0,0,0,1
645,47,8,0.0,1,0,0,144338.5349745853,0,0,0,0,0,1
544,50,4,129076.30993062974,1,0,0,147876.02133957177,0,0,0,0,1,1
627,40,5,108100.57900094036,1,1,0,79479.3770504155,0,1,0,0,0,1
609,39,7,105102.33461225369,1,1,0,104795.54521672074,0,0,0,1,0,1
573,40,8,134073.24499955832,2,1,0,101280.95880758914,0,0,0,0,0,1
662,51,2,0.0,1,1,0,177445.24592047144,0,0,0,0,1,1
508,45,8,144861.45732130954,1,1,0,60687.9119305463,0,0,0,0,0,1
721,39,2,149525.79076041214,1,0,0,19682.99220108276,1,0,0,0,0,1
796,46,2,124505.1530596254,1,0,0,117794.75834975704,0,1,0,0,0,1
599,43,3,91026.80337378236,1,0,0,191586.9973591775,0,1,0,0,0,1
552,56,4,120479.59512303308,1,0,1,42525.64507294473,0,1,0,0,1,1
685,52,5,0.0,1,1,0,12852.016694561959,0,0,0,0,0,1
531,44,7,158776.557216483,1,1,0,119851.74280021111,1,0,0,1,0,1
578,41,4,113555.22619456297,1,0,0,94213.26626665278,0,1,0,0,1,1
462,54,3,138481.92686929432,1,1,1,70445.63015062323,0,0,0,0,0,1
626,54,3,0.0,1,0,0,129030.7987684274,0,0,1,0,1,1
658,34,3,145811.94136531468,1,1,1,55988.58258030251,0,0,0,0,0,1
613,49,2,0.0,2,0,1,106191.40132960412,1,0,0,0,1,1
727,42,3,178055.57846780083,2,0,0,15909.704039670274,0,0,0,0,1,1
693,40,5,100342.31881216545,1,0,0,138901.84946805454,0,1,0,0,0,1
684,42,6,190254.50214066744,1,1,0,98143.26789471802,0,0,0,0,0,1
572,29,2,30816.273687090346,1,1,0,99613.72539193224,0,0,1,1,0,1
662,39,1,118921.08792346458,1,0,1,59930.526044485276,1,0,0,1,0,1
594,44,6,188974.16408668092,1,1,0,45161.08693487987,0,0,0,1,0,1
685,35,3,100008.80917370327,1,1,0,1660.0346959980452,0,0,0,0,0,1
656,38,5,123765.21697321377,1,0,0,47130.393871742104,0,1,0,1,0,1
718,36,3,179971.57010188207,1,1,0,65308.50007210479,1,0,0,0,0,1
631,57,3,119289.59944676718,1,1,0,35078.06001533341,0,0,0,1,0,1
537,39,2,0.0,1,0,0,73674.01014371017,1,0,0,1,0,1
532,35,1,0.0,1,0,0,135425.80993107526,0,0,0,0,1,1
551,26,2,113955.30344331267,1,1,0,85201.86648231426,0,0,1,0,1,1
681,48,7,142919.28962671087,1,0,0,187312.49062420055,0,1,0,0,1,1
717,56,6,93714.05675120374,1,0,0,157944.1941402718,0,1,0,1,0,1
714,36,2,148102.46173137744,1,1,0,179078.99921639683,0,0,0,0,1,1
701,55,3,44096.78322857145,1,0,0,66090.9856049931,1,0,0,1,0,1
658,50,3,77059.07134064363,1,0,0,139044.0615980329,0,0,0,1,0,1
519,52,3,0.0,1,0,0,130144.80465242491,0,0,0,0,0,1
629,49,3,129387.50978676009,3,1,1,47723.9351340121,0,1,0,0,0,1
573,42,5,144308.75783820683,1,0,0,101115.38517849559,0,0,0,1,0,1
591,39,8,144493.03311450826,1,0,0,65708.06914217712,1,0,0,1,0,1
661,61,1,0.0,1,1,0,177518.2494075439,0,0,1,0,0,1
695,46,6,111348.68397794952,1,1,0,16839.592212175834,0,1,0,0,1,1
471,49,5,125053.16843034646,1,1,0,83242.1733009197,0,0,0,1,0,1
703,38,6,130175.44968617507,1,0,0,76299.84439622656,0,0,0,0,1,1
562,40,6,115418.63150152256,1,1,0,110258.21175295553,0,0,0,0,0,1
641,41,1,100182.7675689771,1,1,0,76312.8447814208,0,1,0,0,1,1
717,44,8,0.0,1,1,0,191410.2476904957,1,0,0,1,0,1
656,51,4,95482.20700716939,1,0,0,72038.67268984161,0,1,0,1,0,1
652,46,4,138367.3541334468,1,1,0,130266.51426033079,0,1,0,1,0,1
540,46,5,102823.13353371802,1,1,0,16665.613650322503,0,1,0,0,0,1
657,28,7,100074.23416947402,1,1,0,68574.92169095346,0,0,0,0,0,1
457,47,5,0.0,1,1,0,130092.7930287566,1,0,0,0,1,1
693,53,4,148284.78474066715,1,0,0,156222.28786313915,0,0,0,0,0,1
637,41,2,138376.00892144805,1,1,0,130142.04250594594,0,0,0,0,0,1
693,36,4,145716.7757448733,1,1,0,141446.72866016062,0,0,0,0,1,1
579,55,4,137358.72625969103,1,1,1,71455.33041921297,1,0,0,0,0,1
525,53,1,156340.25702413663,1,0,0,117995.85684886329,0,0,0,0,0,1
484,56,2,64814.97567469799,1,1,0,77033.87102272586,0,0,0,0,1,1
573,53,3,118939.67209859146,1,1,0,128149.26286028148,0,0,0,0,1,1
591,33,2,129944.29162101353,1,0,1,8769.448244009487,0,0,0,0,0,1
649,36,2,116534.60244138289,1,0,0,149519.44289658006,0,0,0,0,0,1
771,29,3,147177.34911544473,1,1,0,60216.44133515929,0,1,0,0,1,1
723,43,8,121113.7879822988,1,1,0,64143.285944928044,0,1,0,0,0,1
702,34,9,98952.95487374278,1,0,0,69360.90660084892,0,0,0,0,0,1
550,44,1,159107.16210781905,1,1,0,100924.17871652858,1,0,0,0,0,1
748,59,5,108039.63895885121,2,0,0,25842.1331393431,0,0,0,0,0,1
641,29,7,127173.58759982951,1,0,0,153872.07276185811,1,0,0,1,0,1
715,40,8,133118.9209730589,1,1,1,59419.99071968859,0,0,0,0,0,1
656,46,3,48598.215068487676,1,0,1,66019.76846302292,1,0,0,1,0,1
608,45,5,0.0,2,1,0,41337.18208874506,1,0,0,1,0,1
621,44,2,118527.26514699192,1,0,0,60072.43661413034,0,0,0,0,0,1
624,62,5,39866.01135763977,1,1,0,34415.25927126315,1,0,0,0,0,1
583,34,3,0.0,1,0,0,147257.2267394819,1,0,0,1,0,1
656,43,4,85388.96217060523,3,0,0,7093.541024836612,0,0,0,1,0,1
547,37,7,153156.36872041758,1,1,1,53899.134991578314,0,0,0,0,0,1
651,48,4,59514.332027127624,1,0,0,165252.79734297429,1,0,0,0,1,1
649,54,7,129770.42150803123,1,1,0,190535.43547351853,0,1,0,0,0,1
708,34,7,127576.9707853203,3,0,0,184265.86031634087,0,0,0,0,0,1
680,32,2,152464.70803918195,2,1,1,131296.98870378762,0,0,0,1,0,1
670,62,6,104680.11124128148,1,1,0,25227.010501262634,0,1,0,0,1,1
576,40,1,86807.80070194208,1,0,0,136519.44821616722,0,0,1,1,0,1
639,47,4,114103.59176199735,1,1,1,106449.79991878886,0,1,0,1,0,1
675,47,4,153351.73279438203,3,0,1,108323.5672216819,0,0,0,0,0,1
715,47,6,94169.56794475469,1,0,0,71718.4908553564,0,1,0,1,0,1
737,43,4,131000.24955172846,1,1,0,73505.99814453222,0,1,0,0,0,1
580,62,9,70557.70876973236,1,0,0,78950.93432884308,0,0,0,0,0,1
650,37,8,0.0,1,1,1,56057.008580690985,1,0,0,0,0,1
469,31,6,0.0,1,1,0,146215.69906161452,0,0,0,1,0,1
681,42,7,190250.62839426217,1,1,0,98052.27244417513,0,0,0,0,0,1
604,61,3,139574.97048899214,2,1,1,175441.26568327428,0,0,0,0,0,1
641,49,3,157778.13985541713,1,1,0,143439.47764493467,0,0,1,1,0,1
749,46,6,132168.8424547895,1,0,0,171221.37672747445,0,1,0,1,0,1
593,60,6,71380.67471297774,1,0,0,81907.44886113358,0,0,0,0,1,1
613,57,6,71683.69002152132,3,0,1,113147.6969689429,1,0,0,0,0,1
797,49,4,132578.11971485385,1,1,0,31668.12840431951,0,1,0,0,0,1
670,43,5,124989.91699817673,1,0,0,132328.22339282805,1,0,0,1,0,1
687,43,1,130472.01574266951,1,1,0,162127.18293261068,1,0,0,0,0,1
724,37,5,168903.4705683618,1,1,0,154112.33985143914,0,0,0,0,0,1
657,51,6,114198.4578379168,2,0,0,158542.6972262257,0,1,0,0,1,1
734,24,0,0.0,1,1,0,109349.94071405676,1,0,0,0,0,1
639,37,1,137870.2834454387,1,1,0,60706.12414383705,0,0,0,0,0,1
665,51,7,0.0,1,0,0,38928.52226411645,0,0,1,1,0,1
579,42,2,85581.6004653648,1,0,1,6421.460953393187,0,0,0,0,0,1
657,46,0,109135.65796076,1,0,0,187883.02548889501,0,1,0,1,0,1
583,32,5,127437.21339594836,1,1,0,61567.62837407105,0,0,0,1,0,1
786,48,4,0.0,1,1,0,8440.283664395622,1,0,0,1,0,1
532,50,8,155341.15748674484,1,1,0,101548.7257740045,0,0,0,1,0,1
670,65,8,109062.52039350754,1,1,0,23108.202245286484,0,0,0,1,0,1
766,49,2,102220.21151968725,1,1,0,36243.96576730061,0,0,0,0,0,1
587,38,4,121394.67407226737,1,0,1,23647.5500202381,0,1,0,0,0,1
676,32,4,139467.27281219262,1,1,0,118037.86584298394,0,1,0,0,0,1
548,44,9,0.0,1,1,0,149701.77699918044,1,0,0,1,0,1
564,44,9,0.0,1,1,0,125847.37837272194,0,0,1,1,0,1
688,49,4,0.0,1,1,0,91634.98507739729,1,0,0,1,0,1
522,44,1,123037.91287733683,1,1,0,41066.891877561095,0,0,0,0,0,1
666,40,2,128087.7583449574,1,0,0,150055.89504297805,0,0,0,1,0,1
687,35,8,111091.08524916088,1,1,1,161991.3170189528,0,0,0,1,0,1
722,42,5,79803.0613636862,2,1,0,121226.14553745974,0,1,0,1,0,1
514,47,6,149362.3777926392,1,0,0,88510.30579070926,0,1,0,0,1,1
651,49,5,105727.27084721765,1,1,1,90349.02333078117,0,1,0,1,0,1
668,40,4,201254.38907382364,1,0,0,163867.528304909,0,0,1,0,1,1
756,58,5,116448.1437028299,2,1,0,93777.66364285987,0,0,0,1,0,1
724,36,2,100740.38233750447,3,0,0,71521.10495922691,0,0,0,0,0,1
712,40,5,100220.32273143588,1,0,0,138342.78006922262,0,1,0,0,1,1
627,52,4,88951.0640600781,1,0,0,5665.479193788375,1,0,0,0,0,1
483,43,6,0.0,1,1,0,77735.84024407154,1,0,0,0,0,1
588,38,2,106491.66180585485,2,0,0,60449.44003965715,0,0,0,1,0,1
684,38,4,145149.82288950402,1,1,1,141824.9431113166,0,0,0,0,0,1
707,48,6,126967.25714859259,1,1,0,64839.42000849994,0,0,0,0,1,1
648,40,1,134692.15491930294,1,0,0,174579.18962820142,0,1,0,0,1,1
498,51,9,93213.93268195228,1,1,0,154858.08043652595,0,1,0,1,0,1
678,49,4,145290.57924778262,2,1,0,157250.45345937886,1,0,0,1,0,1
724,42,8,0.0,1,0,1,56091.96298725628,1,0,0,0,0,1
655,40,2,0.0,1,0,0,174156.35632221712,0,0,0,0,0,1
602,38,3,138854.31392174758,1,0,0,172691.4525849173,0,0,0,1,0,1
551,45,4,93007.35633322594,2,1,0,141743.53369114135,0,0,0,1,0,1
510,41,8,145141.47601598795,1,1,0,64744.0139568299,1,0,0,0,0,1
687,50,4,0.0,1,0,0,91633.35984303076,1,0,0,1,0,1
668,39,5,117432.92635899008,1,1,0,104160.60308402551,0,0,0,0,1,1
638,48,4,114060.73191647597,1,1,1,106435.8611414981,0,1,0,1,0,1
578,57,8,118453.27678836415,1,0,0,59696.93583067405,0,0,0,0,1,1
709,39,8,98435.76566551406,1,0,0,183172.88627373078,0,1,0,1,0,1
738,37,2,119652.37609660445,2,1,1,47275.52534388849,0,0,0,1,0,1
702,51,9,105628.56234530454,1,1,0,468.15032650590297,0,0,0,0,1,1
800,64,1,128524.07958249886,1,0,0,119078.26246202862,0,0,0,0,0,1
640,41,2,138557.76940034737,1,1,0,130068.07863899415,0,0,0,0,0,1
627,38,6,73885.82490759616,2,1,0,90782.13363522942,0,0,0,0,1,1
752,38,1,117313.26460103702,1,1,0,122028.47888285498,0,1,0,0,0,1
653,36,7,138554.22533498632,1,1,1,117867.04271620787,0,1,0,0,0,1
804,38,8,132889.7375570012,1,1,0,27163.332304954933,0,0,0,1,0,1
846,47,5,0.0,1,1,0,187399.60231568723,0,0,0,0,1,1
570,52,6,117030.35100134551,2,1,0,122058.95214385419,0,0,0,1,0,1
636,39,5,82643.13463467831,2,0,0,6717.711108743826,0,1,0,1,0,1
671,49,3,0.0,1,0,0,84242.84661381567,0,0,0,0,0,1
762,33,5,149869.60510823372,1,1,0,61490.76690123546,0,1,0,0,0,1
781,45,8,89836.42441112797,1,0,0,103776.21241848236,0,0,0,0,0,1
678,48,9,196730.33371682095,1,0,0,191333.73750070928,1,0,0,0,1,1
444,50,2,163526.0254257217,1,1,0,166860.09035337248,0,0,0,1,0,1
574,40,3,92089.81317699292,1,1,0,188957.10780421583,0,0,0,0,0,1
789,48,6,117835.12988429089,1,1,0,191044.04747133845,0,1,0,0,1,1
499,53,6,149224.54469629008,2,0,0,138501.4739392122,0,0,0,0,0,1
733,54,8,70551.97363700092,1,1,0,93797.5355826019,0,0,0,0,0,1
844,45,9,134175.13000172257,1,0,0,26850.592574611026,0,0,0,1,0,1
725,58,2,110751.73836625191,1,0,0,35422.471504341374,0,0,0,0,0,1
549,46,1,102302.22626054799,1,1,0,131773.19011038874,0,0,0,1,0,1
651,32,8,121349.27468283428,1,0,0,190127.7215522025,0,0,0,0,0,1
711,45,1,104902.72623347116,1,1,0,15696.503936901885,0,0,0,0,1,1
718,35,1,117162.25286387726,1,0,0,177450.04840828574,0,1,0,0,0,1
647,42,5,144236.5679800106,2,0,0,155797.92715785155,1,0,0,0,0,1
624,46,4,118984.78464782794,1,0,1,48045.354830338765,0,1,0,0,0,1
548,43,6,0.0,1,0,0,198400.82583766463,0,0,0,0,1,1
617,51,5,144616.08575526153,1,0,0,98703.39979002044,0,0,0,1,0,1
691,44,7,105837.47903457576,1,1,1,180162.87121713345,0,0,0,0,0,1
670,44,4,96460.26170434435,1,1,1,132996.35153977128,0,1,0,0,1,1
590,23,8,66831.99246568733,1,1,0,163553.17769992168,0,0,0,0,0,1
801,45,1,109720.79865564973,1,1,0,82987.344621046,0,0,0,0,0,1
521,65,1,94637.76717818782,1,0,0,116557.6002052367,0,1,0,1,0,1
580,47,6,134291.50950930818,1,0,0,168944.50847194978,0,0,0,1,0,1
707,59,8,148221.60126795687,1,1,0,48167.499152292876,0,0,0,1,0,1
730,40,1,148832.52612619364,1,1,0,19380.071697337582,0,0,0,0,0,1
666,44,5,124176.28769653488,1,1,1,48207.22162686192,0,1,0,0,0,1
658,39,5,135213.52912589884,1,1,0,173758.79360637156,0,0,0,1,0,1
741,59,4,0.0,1,1,1,13161.550486507926,0,0,0,1,0,1
568,61,7,106785.03346274937,2,0,0,108382.08733777457,1,0,0,0,0,1
684,35,2,181070.3363228717,1,1,0,63863.57085207088,1,0,0,0,0,1
627,39,9,105446.97801574325,1,0,0,58791.035827885775,0,0,0,0,1,1
672,39,3,0.0,1,1,0,113185.30044921278,1,0,0,0,0,1
675,54,5,120068.21969135433,1,1,0,34721.807848482174,0,0,0,1,0,1
648,46,4,0.0,2,1,0,174122.21330639554,0,0,0,1,0,1
669,50,2,132598.5945557478,1,1,0,5949.599205318805,0,1,0,0,0,1
534,53,3,0.0,2,0,0,103975.89721471316,1,0,0,0,1,1
571,45,6,100794.22831640714,1,0,0,183943.51093939738,0,1,0,1,0,1
488,66,1,95150.43599579544,1,0,0,116551.72562856338,0,0,0,1,0,1
547,56,3,106751.3963347717,1,0,0,109241.7946747301,1,0,0,0,0,1
784,47,0,0.0,1,1,0,5592.099568107259,0,0,0,0,0,1
611,58,4,139134.21754450267,1,1,0,175730.03385496148,0,0,0,1,0,1
511,36,5,0.0,1,1,0,146306.36467107417,0,0,0,0,0,1
573,47,2,0.0,1,0,0,110859.85605589201,1,0,0,0,0,1
693,44,2,166241.6318414381,1,0,0,119936.53280441675,0,0,0,0,1,1
630,33,6,0.0,1,1,0,58059.673795073955,0,0,0,0,0,1
634,47,8,188494.57909382434,1,1,0,95588.49906682201,1,0,0,0,1,1
658,40,2,164715.45539034918,2,0,0,176610.46812833,0,0,0,0,1,1
728,44,9,144651.264603159,2,1,0,22511.072737691953,0,1,0,0,1,1
545,50,6,124400.99972839808,1,1,1,31453.408795502935,0,1,0,0,0,1
568,51,2,0.0,1,1,0,114533.94853878139,0,0,0,0,1,1
816,46,3,81444.35685653513,1,1,1,28626.12676675429,0,0,0,0,0,1
753,46,8,119700.94991403155,1,0,0,166834.0338613209,0,1,0,1,0,1
617,36,6,145950.36444774858,1,1,0,66299.50696213936,0,0,0,0,0,1
639,40,4,0.0,1,0,0,172873.98392956902,1,0,0,1,0,1
649,42,0,154807.82867967256,1,1,0,100626.21448808211,0,0,0,0,0,1
843,33,6,144318.37046970153,1,1,0,22051.171968694955,0,0,0,0,0,1
634,47,7,0.0,1,0,0,13995.914412721535,0,0,0,0,0,1
612,33,8,0.0,1,0,0,142795.02781623253,1,0,0,0,0,1
624,43,7,202363.48887428944,1,0,0,133292.73327046898,1,0,0,0,0,1
681,28,8,118905.500710322,1,0,0,15914.048883894853,0,0,0,0,1,1
653,38,2,170349.67032363973,1,0,0,135695.05897786887,1,0,0,1,0,1
617,45,3,0.0,1,0,0,36428.925327993486,0,0,0,0,1,1
514,54,6,102380.21588964202,1,0,0,187371.50738842768,0,1,0,0,0,1
623,38,1,0.0,3,1,0,74233.96631782802,0,0,1,0,0,1
808,40,8,133033.2372149228,1,1,0,26964.88863480447,0,0,0,1,0,1
643,36,6,188871.6146560782,1,0,0,46930.456846818655,0,0,0,0,1,1
641,30,5,185816.72928971887,1,0,0,44905.89225222901,0,0,0,0,1,1
563,48,4,0.0,1,1,0,100111.01972377097,1,0,0,0,0,1
661,52,6,0.0,1,0,0,110390.01609114447,1,0,0,0,0,1
808,51,9,76947.64299799413,1,0,0,146305.43944541868,0,0,0,0,0,1
680,51,6,136639.4317680376,2,1,0,74025.9535145119,1,0,0,0,0,1
680,34,6,189410.29440211464,1,0,0,48918.36692785375,1,0,0,0,0,1
607,49,5,117087.32923217643,2,1,0,122051.41919681142,0,0,0,1,0,1
504,53,3,168174.11101517052,2,0,0,149919.71959444298,1,0,0,0,0,1
472,46,5,129211.93459570504,1,0,0,147680.95395880388,1,0,0,0,0,1
603,43,5,88087.53757579203,1,1,0,85919.84622757389,0,0,0,0,0,1
664,44,6,77509.56259672137,3,0,0,57378.356197670735,0,0,1,0,1,1
661,49,8,97292.84381360443,1,1,0,74549.1718584774,0,1,0,0,0,1
608,48,7,169500.2985731548,1,0,0,147976.49392047842,1,0,0,1,0,1
708,37,6,108044.27431971142,1,1,0,165445.40859684822,0,0,0,0,0,1
734,54,0,133393.83364481534,1,1,0,22336.024376070844,0,0,0,0,0,1
670,31,3,122184.31672122794,1,0,0,54965.087690710636,0,1,0,0,1,1
685,35,6,128340.27194225573,3,0,0,184523.52476221547,0,0,0,0,0,1
605,43,8,133503.2958112623,1,0,0,177529.9931175352,0,0,0,0,1,1
739,55,8,110198.1652653692,1,0,1,51403.281910911064,0,0,0,0,0,1
683,41,5,128704.49557415587,2,1,0,107168.6637137008,0,0,0,0,0,1
646,38,3,125796.03065667463,1,0,0,134296.1755406951,0,1,0,1,0,1
699,56,6,0.0,1,0,0,17952.62013783061,0,0,0,0,0,1
599,37,6,85363.35677774856,1,1,0,86805.44823847919,1,0,0,0,0,1
666,29,2,0.0,1,0,0,100461.72611407778,1,0,0,1,0,1
603,47,4,0.0,1,1,0,100482.16910821408,1,0,0,1,0,1
844,33,6,144168.93282346523,1,1,0,22062.493330666668,0,0,0,0,0,1
717,48,5,164886.17345047,1,0,0,153289.17485753633,1,0,0,0,1,1
749,42,6,203999.27021329198,1,1,0,190116.87782075966,1,0,0,0,0,1
570,51,4,0.0,3,1,0,188964.95906800457,0,0,0,0,1,1
681,43,4,123683.98593842308,1,1,0,87.34943901007006,0,1,0,0,0,1
474,40,3,91718.64354856426,1,0,0,140987.82822525653,1,0,0,0,1,1
562,39,3,86594.31744175145,2,0,0,162047.74471722307,1,0,0,0,0,1
632,52,2,112853.65701414975,1,0,0,93527.41809106259,0,1,0,0,1,1
656,48,6,113134.63655187092,1,0,0,173418.6929559848,0,0,0,0,0,1
755,46,7,0.0,1,0,0,127834.90465339138,1,0,0,0,1,1
820,44,6,89346.8255748594,1,1,0,104050.03530682893,0,0,0,0,1,1
559,49,4,90796.5399049652,1,0,0,190865.67029053633,0,0,0,0,0,1
656,62,6,104586.7431729418,1,1,1,25047.35020378536,0,1,0,0,0,1
531,43,8,0.0,1,0,0,190579.67240262395,1,0,0,0,0,1
840,32,6,144613.54625654017,1,1,0,22028.809518453996,0,0,0,0,0,1
737,45,3,46445.376367290104,1,1,0,67432.93525264288,1,0,0,1,0,1
660,42,1,142202.02068457572,1,1,0,31378.01527463674,0,1,0,0,0,1
699,53,6,147969.22865911087,1,0,0,156007.3811329015,0,0,0,1,0,1
368,44,6,128766.1433159577,1,1,0,146793.4087392546,1,0,0,1,0,1
709,38,3,129817.97101824718,1,0,0,46889.34115057626,0,1,0,1,0,1
599,41,7,105596.20199540781,1,0,0,59547.30823023082,0,0,0,0,0,1
552,42,3,153146.50084362706,1,1,0,52934.23491491632,0,1,0,0,0,1
586,35,3,158144.24180108847,2,0,0,144029.8879270976,0,0,0,1,0,1
578,58,4,110225.25349181105,1,0,0,11654.017010280559,0,0,0,0,0,1
679,45,3,0.0,1,0,0,113030.46259015994,0,0,0,1,0,1
770,43,0,78089.54364868002,1,0,0,157330.9144412569,0,0,0,1,0,1
583,43,3,91991.81856082476,1,0,0,164396.19484420528,0,0,0,1,0,1
679,43,1,118498.0976985537,1,0,0,122500.70002527257,0,0,0,1,0,1
745,46,7,120571.28440690883,1,0,0,166450.19904713644,0,1,0,1,0,1
591,38,3,0.0,2,1,0,140472.45298309016,0,0,0,0,0,1
660,55,6,149217.4635097985,1,0,0,119693.43183439787,1,0,0,0,0,1
735,57,6,116408.73721201751,1,0,1,190794.41323794433,0,1,0,0,0,1
665,38,2,144088.79020152014,1,1,0,64833.71560800735,0,1,0,1,0,1
677,35,3,113750.76467817908,1,1,0,85733.78438810457,0,0,0,0,0,1
626,28,8,108589.07195737331,1,0,0,179486.9785777649,0,0,0,0,1,1
533,41,4,128314.84340055787,1,0,0,177666.54640492986,0,0,0,0,0,1
460,50,5,125116.50080700452,1,1,0,83316.60100293763,0,0,0,1,0,1
614,54,3,142741.5836615834,1,1,0,31879.329017917917,0,0,0,1,0,1
638,53,1,77888.02022465356,1,0,0,152081.3275097696,0,0,0,0,0,1
580,42,4,0.0,1,0,0,194228.79804303838,0,0,1,1,0,1
522,33,3,104794.12800401887,1,1,1,184126.5597164132,0,1,0,0,0,1
559,46,4,117235.62291153916,1,0,0,42475.62874267724,0,0,0,0,0,1
545,35,6,128723.94952783312,1,0,0,149719.3913585746,0,0,0,1,0,1
673,57,2,0.0,1,1,0,25520.56037398932,0,0,0,0,0,1
763,34,5,108754.46274016367,1,1,0,166342.21885555907,0,1,0,0,0,1
627,52,2,112887.40470392448,1,0,0,93492.45883715598,0,1,0,0,1,1
690,45,5,152405.6156505603,3,0,1,108070.01386061402,0,0,0,0,0,1
692,44,2,127802.15784708207,1,0,0,150123.35193419628,0,0,0,1,0,1
603,52,7,153845.31262911126,2,1,0,133262.63454951285,0,0,0,0,1,1
672,58,0,178070.70258630137,1,0,0,21201.179336577017,0,0,0,0,1,1
630,47,8,110779.96582341795,1,0,0,97337.16319938628,0,0,0,0,0,1
640,42,2,0.0,1,0,0,173068.3737655841,1,0,0,1,0,1
646,38,3,0.0,1,0,0,100488.46452625505,1,0,0,1,0,1
587,44,7,134973.04900835385,1,0,0,123307.35967799088,0,0,0,0,0,1
648,31,6,175450.04647864331,1,1,0,114144.54164343527,1,0,0,0,0,1
667,55,7,106912.18041486315,1,1,0,126329.92350707791,0,0,0,0,1,1
467,50,8,119963.07586337163,1,0,0,56685.75883817756,0,0,0,0,1,1
625,38,7,133358.99035813613,2,1,0,102078.21586338055,0,0,0,0,1,1
600,43,3,127785.95933501035,1,0,0,125015.95391374773,0,1,0,1,0,1
496,60,1,165784.1535461226,1,0,0,140759.2120862282,1,0,0,1,0,1
653,42,7,133608.5327558762,1,1,1,59001.728898913556,0,0,0,0,0,1
536,51,7,93759.14261796605,1,0,1,21433.41852848704,0,0,0,0,0,1
637,52,1,124325.98959063781,1,0,0,16769.801022876036,0,1,0,0,0,1
709,43,0,184062.40095188963,1,1,0,68718.39075191434,0,0,0,0,1,1
582,40,1,64454.95677664305,1,0,1,62090.37805834642,0,0,0,1,0,1
696,35,1,0.0,1,0,0,27543.12506284929,0,0,0,1,0,1
540,42,9,144863.63276125296,1,0,1,12398.238092668125,0,0,0,1,0,1
636,64,5,117299.43846785804,1,0,0,155832.41390104045,0,1,0,0,0,1
563,50,3,125741.22736281683,1,1,0,9573.01918909164,0,1,0,0,0,1
625,60,1,97422.18344872998,1,1,0,150080.445078248,0,0,0,1,0,1
627,46,7,95175.50824502936,1,0,1,23152.382322445028,0,0,0,0,0,1
715,46,9,120422.06114586779,1,0,0,166619.24216538848,0,1,0,1,0,1
591,50,1,159283.87986025112,1,1,0,100798.25840906535,1,0,0,0,0,1
587,37,1,155435.97521101675,1,1,1,192356.99566063748,0,0,0,0,1,1
847,49,7,0.0,1,0,0,25850.939765685438,0,0,1,0,0,1
702,42,5,127610.81207136471,1,1,0,185253.832355406,0,0,0,0,0,1
615,46,3,116739.09963143554,1,1,0,4883.560288365584,1,0,0,0,0,1
663,47,7,117382.08031437176,2,0,0,77981.9832306514,0,0,0,0,0,1
736,23,5,129784.82038466563,1,0,0,122072.85142589497,0,0,0,0,0,1
686,40,8,105071.34837269445,1,0,0,59170.90774407595,0,0,0,0,0,1
592,46,6,118310.8381929064,1,0,0,95135.38961749949,1,0,0,0,0,1
660,49,9,117127.99388937588,3,1,0,122254.8612760247,0,0,0,0,0,1
744,29,4,122716.06931614915,1,0,0,104558.48991817472,0,0,0,0,0,1
762,39,8,138397.16635325438,1,1,0,50082.03962843979,0,1,0,1,0,1
738,53,3,161432.91447762898,1,1,0,7713.418542168078,0,0,0,0,0,1
635,32,5,100464.06067304991,1,1,0,68721.95436621996,0,0,0,0,0,1
575,46,2,0.0,1,0,0,110931.96995324582,1,0,0,1,0,1
712,62,4,140852.13590657513,1,1,0,31253.178910880353,1,0,0,1,0,1
718,49,5,202552.2342782668,1,1,1,18056.016072735565,1,0,0,0,1,1
523,50,9,0.0,3,1,0,171046.11633809516,1,0,0,0,1,1
620,43,5,99447.44921358954,1,0,0,119137.51502768334,0,0,0,0,1,1
763,34,6,137305.6487256912,1,0,0,71339.67017433449,0,0,0,1,0,1
723,37,7,103104.10970770127,1,1,1,109819.22269454382,0,1,0,0,0,1
590,54,6,119158.43561714658,1,0,0,6496.878195763279,0,1,0,1,0,1
707,43,5,142468.81515589013,3,0,0,186969.86005383846,0,0,0,0,0,1
556,44,3,105896.84270263939,2,1,0,60705.55486010719,0,0,0,0,0,1
734,36,3,86833.21303106722,1,0,0,186196.19828445165,0,1,0,0,0,1
666,40,5,146615.71845029073,1,1,0,64744.27814538101,0,1,0,0,0,1
768,61,4,98842.68509992483,1,0,0,86652.54574856507,0,1,0,0,1,1
731,53,6,107408.6442624696,1,1,0,126260.60282451709,0,1,0,0,0,1
745,39,3,104882.10322505016,1,1,0,134991.85774555497,0,0,0,0,0,1
697,44,3,0.0,2,0,0,77737.94285918195,1,0,0,1,0,1
788,43,8,119653.88908128698,1,0,0,148411.97470268558,0,0,0,0,0,1
514,36,5,0.0,1,1,1,55811.81622840687,1,0,0,0,1,1
667,46,4,0.0,2,1,0,93437.20160741282,1,0,0,0,0,1
675,45,2,169322.96799606696,1,1,0,139714.10988104148,1,0,0,1,0,1
560,47,3,72859.96430602636,2,0,1,111255.33385483843,1,0,0,1,0,1
